property_id,day,repair_status,actual_repair_cost_aud
GNAF-GANSW708000557,158,completed,42798.07
GNAF-GANSW704828660,0,not_started,
GNAF-GANSW716682293,0,not_started,
GNAF-GANSW717678759,0,awaiting_insurance,
GNAF-GANSW717678759,6,in_queue,
GNAF-GANSW717678759,191,in_progress,
GNAF-GANSW717678759,219,completed,92544.87
GNAF-GANSW705940729,0,awaiting_insurance,
GNAF-GANSW705940729,9,in_queue,
GNAF-GANSW705940729,326,in_progress,
GNAF-GANSW705940729,339,completed,48598.3
GNAF-GANSW704837215,0,not_started,
GNAF-GANSW712290828,0,not_started,
GNAF-GANSW719193580,0,not_started,
GNAF-GANSW704826473,0,not_started,
GNAF-GANSW712260741,0,not_started,
GNAF-GANSW716491069,0,not_started,
GNAF-GANSW716495372,0,awaiting_insurance,
GNAF-GANSW716495372,5,in_queue,
GNAF-GANSW716495372,446,in_progress,
GNAF-GANSW716495372,464,completed,58703.35
GNAF-GANSW717906093,0,not_started,
GNAF-GANSW719880138,0,not_started,
GNAF-GANSW717974700,0,awaiting_insurance,
GNAF-GANSW717974700,3,in_queue,
GNAF-GANSW717974700,180,in_progress,
GNAF-GANSW717974700,195,completed,55438.46
GNAF-GANSW719882015,0,not_started,
GNAF-GANSW716703517,0,awaiting_insurance,
GNAF-GANSW716703517,6,in_queue,
GNAF-GANSW716703517,271,in_progress,
GNAF-GANSW716703517,280,completed,55541.07
GNAF-GANSW712256660,0,not_started,
GNAF-GANSW718810563,0,not_started,
GNAF-GANSW712329415,0,not_started,
GNAF-GANSW718050778,0,awaiting_insurance,
GNAF-GANSW718050778,3,in_queue,
GNAF-GANSW718050778,63,in_progress,
GNAF-GANSW718050778,79,completed,57428.47
GNAF-GANSW716703530,0,awaiting_insurance,
GNAF-GANSW716703530,5,in_queue,
GNAF-GANSW716703530,173,in_progress,
GNAF-GANSW716703530,186,completed,48196.26
GNAF-GANSW716703521,0,awaiting_insurance,
GNAF-GANSW716703521,3,in_queue,
GNAF-GANSW716703521,149,in_progress,
GNAF-GANSW716703521,161,completed,59319.76
GNAF-GANSW705216812,0,not_started,
GNAF-GANSW705216762,0,not_started,
GNAF-GANSW705242198,0,not_started,
GNAF-GANSW705225315,0,not_started,
GNAF-GANSW705213404,0,not_started,
GNAF-GANSW705229493,0,not_started,
GNAF-GANSW705237050,0,not_started,
GNAF-GANSW705233491,0,not_started,
GNAF-GANSW705230886,0,not_started,
GNAF-GANSW705221986,0,awaiting_insurance,
GNAF-GANSW705221986,4,in_queue,
GNAF-GANSW705221986,116,in_progress,
GNAF-GANSW705221986,133,completed,51433.46
GNAF-GANSW705233625,0,awaiting_insurance,
GNAF-GANSW705233625,6,in_queue,
GNAF-GANSW705233625,230,in_progress,
GNAF-GANSW705233625,246,completed,53497.25
GNAF-GANSW705216008,0,awaiting_insurance,
GNAF-GANSW705216008,10,in_queue,
GNAF-GANSW705216008,181,in_progress,
GNAF-GANSW705216008,204,completed,84248.09
GNAF-GANSW705231346,0,not_started,
GNAF-GANSW705215971,0,awaiting_insurance,
GNAF-GANSW705215971,7,in_queue,
GNAF-GANSW705215971,289,in_progress,
GNAF-GANSW705215971,320,completed,201844.56
GNAF-GANSW705214537,0,not_started,
GNAF-GANSW705213430,0,not_started,
GNAF-GANSW705219380,0,awaiting_insurance,
GNAF-GANSW705219380,5,in_queue,
GNAF-GANSW705219380,150,in_progress,
GNAF-GANSW705219380,166,completed,31277.72
GNAF-GANSW705214481,0,not_started,
GNAF-GANSW705234605,0,not_started,
GNAF-GANSW705230972,0,awaiting_insurance,
GNAF-GANSW705230972,5,in_queue,
GNAF-GANSW705230972,285,in_progress,
GNAF-GANSW705230972,298,completed,49983.27
GNAF-GANSW705244699,0,not_started,
GNAF-GANSW705247320,0,not_started,
GNAF-GANSW705247332,0,awaiting_insurance,
GNAF-GANSW705247332,3,in_queue,
GNAF-GANSW705247332,204,in_progress,
GNAF-GANSW705247332,225,completed,102022.78
GNAF-GANSW712283291,0,not_started,
GNAF-GANSW704651972,0,not_started,
GNAF-GANSW704661361,0,awaiting_insurance,
GNAF-GANSW704661361,5,in_queue,
GNAF-GANSW704661361,250,in_progress,
GNAF-GANSW704661361,263,completed,24861.01
GNAF-GANSW705226146,0,awaiting_insurance,
GNAF-GANSW705226146,8,in_queue,
GNAF-GANSW705226146,79,in_progress,
GNAF-GANSW705226146,99,completed,53893.54
GNAF-GANSW705229519,0,awaiting_insurance,
GNAF-GANSW705229519,5,in_queue,
GNAF-GANSW705229519,129,in_progress,
GNAF-GANSW705229519,150,completed,101338.11
GNAF-GANSW705224556,0,awaiting_insurance,
GNAF-GANSW705224556,4,in_queue,
GNAF-GANSW705224556,165,in_progress,
GNAF-GANSW705224556,183,completed,42045.74
GNAF-GANSW705219971,0,not_started,
GNAF-GANSW705225303,0,not_started,
GNAF-GANSW705215967,0,awaiting_insurance,
GNAF-GANSW705215967,8,in_queue,
GNAF-GANSW705215967,116,in_progress,
GNAF-GANSW705215967,132,completed,55743.17
GNAF-GANSW705236293,0,awaiting_insurance,
GNAF-GANSW705236293,3,in_queue,
GNAF-GANSW705236293,314,in_progress,
GNAF-GANSW705236293,329,completed,29241.37
GNAF-GANSW705219356,0,awaiting_insurance,
GNAF-GANSW705219356,6,in_queue,
GNAF-GANSW705219356,89,in_progress,
GNAF-GANSW705219356,106,completed,72175.71
GNAF-GANSW705230330,0,awaiting_insurance,
GNAF-GANSW705230330,6,in_queue,
GNAF-GANSW705230330,102,in_progress,
GNAF-GANSW705230330,117,completed,46294.77
GNAF-GANSW705220416,0,not_started,
GNAF-GANSW705229488,0,not_started,
GNAF-GANSW705229502,0,not_started,
GNAF-GANSW705226210,0,not_started,
GNAF-GANSW705226212,0,not_started,
GNAF-GANSW705237036,0,not_started,
GNAF-GANSW705229547,0,not_started,
GNAF-GANSW705231067,0,not_started,
GNAF-GANSW705236286,0,awaiting_insurance,
GNAF-GANSW705236286,3,in_queue,
GNAF-GANSW705236286,102,in_progress,
GNAF-GANSW705236286,119,completed,47364.35
GNAF-GANSW705230984,0,awaiting_insurance,
GNAF-GANSW705230984,9,in_queue,
GNAF-GANSW705230984,382,in_progress,
GNAF-GANSW705230984,399,completed,49910.19
GNAF-GANSW718541091,0,not_started,
GNAF-GANSW705231037,0,not_started,
GNAF-GANSW705244693,0,not_started,
GNAF-GANSW705221998,0,not_started,
GNAF-GANSW705230303,0,awaiting_insurance,
GNAF-GANSW705230303,2,in_queue,
GNAF-GANSW705230303,218,in_progress,
GNAF-GANSW705230303,237,completed,62498.06
GNAF-GANSW705215929,0,awaiting_insurance,
GNAF-GANSW705215929,2,in_queue,
GNAF-GANSW705215929,155,in_progress,
GNAF-GANSW705215929,186,completed,101883.76
GNAF-GANSW709248076,0,not_started,
GNAF-GANSW709250060,0,not_started,
GNAF-GANSW705215966,0,awaiting_insurance,
GNAF-GANSW705215966,7,in_queue,
GNAF-GANSW705215966,137,in_progress,
GNAF-GANSW705215966,172,completed,140030.94
GNAF-GANSW709214587,0,not_started,
GNAF-GANSW705219965,0,awaiting_insurance,
GNAF-GANSW705219965,10,in_queue,
GNAF-GANSW705219965,236,in_progress,
GNAF-GANSW705219965,250,completed,44989.09
GNAF-GANSW705216045,0,awaiting_insurance,
GNAF-GANSW705216045,4,in_queue,
GNAF-GANSW705216045,37,in_progress,
GNAF-GANSW705216045,55,completed,58818.33
GNAF-GANSW717280429,0,awaiting_insurance,
GNAF-GANSW717280429,3,in_queue,
GNAF-GANSW717280429,145,in_progress,
GNAF-GANSW717280429,163,completed,65118.87
GNAF-GANSW704642733,0,not_started,
GNAF-GANSW704639921,0,not_started,
GNAF-GANSW716500353,0,awaiting_insurance,
GNAF-GANSW716500353,4,in_queue,
GNAF-GANSW716500353,315,in_progress,
GNAF-GANSW716500353,335,completed,61529.85
GNAF-GANSW716500334,0,awaiting_insurance,
GNAF-GANSW716500334,5,in_queue,
GNAF-GANSW716500334,342,in_progress,
GNAF-GANSW716500334,358,completed,57230.07
GNAF-GANSW716500349,0,awaiting_insurance,
GNAF-GANSW716500349,6,in_queue,
GNAF-GANSW716500349,309,in_progress,
GNAF-GANSW716500349,329,completed,68789.98
GNAF-GANSW712303196,0,not_started,
GNAF-GANSW716500340,0,awaiting_insurance,
GNAF-GANSW716500340,4,in_queue,
GNAF-GANSW716500340,259,in_progress,
GNAF-GANSW716500340,275,completed,43664.51
GNAF-GANSW712268085,0,not_started,
GNAF-GANSW709250065,0,not_started,
GNAF-GANSW709235562,0,not_started,
GNAF-GANSW705231014,0,awaiting_insurance,
GNAF-GANSW705231014,4,in_queue,
GNAF-GANSW705231014,188,in_progress,
GNAF-GANSW705231014,201,completed,34326.04
GNAF-GANSW705219270,0,awaiting_insurance,
GNAF-GANSW705219270,2,in_queue,
GNAF-GANSW705219270,506,in_progress,
GNAF-GANSW705219270,519,completed,34821.53
GNAF-GANSW705226235,0,awaiting_insurance,
GNAF-GANSW705226235,3,in_queue,
GNAF-GANSW705226235,322,in_progress,
GNAF-GANSW705226235,341,completed,50561.48
GNAF-GANSW705228731,0,not_started,
GNAF-GANSW705213384,0,awaiting_insurance,
GNAF-GANSW705213384,3,in_queue,
GNAF-GANSW705213384,426,in_progress,
GNAF-GANSW705213384,439,completed,39740.0
GNAF-GANSW705238068,0,not_started,
GNAF-GANSW705218569,0,awaiting_insurance,
GNAF-GANSW705218569,7,in_queue,
GNAF-GANSW705218569,179,in_progress,
GNAF-GANSW705218569,208,completed,107166.94
GNAF-GANSW705225281,0,awaiting_insurance,
GNAF-GANSW705225281,4,in_queue,
GNAF-GANSW705225281,221,in_progress,
GNAF-GANSW705225281,237,completed,52502.58
GNAF-GANSW705216039,0,awaiting_insurance,
GNAF-GANSW705216039,5,in_queue,
GNAF-GANSW705216039,154,in_progress,
GNAF-GANSW705216039,171,completed,47194.91
GNAF-GANSW712312650,0,not_started,
GNAF-GANSW712301483,0,not_started,
GNAF-GANSW705219276,0,awaiting_insurance,
GNAF-GANSW705219276,16,in_queue,
GNAF-GANSW705219276,387,in_progress,
GNAF-GANSW705219276,401,completed,37355.91
GNAF-GANSW705218568,0,awaiting_insurance,
GNAF-GANSW705218568,8,in_queue,
GNAF-GANSW705218568,286,in_progress,
GNAF-GANSW705218568,303,completed,55377.1
GNAF-GANSW705228451,0,not_started,
GNAF-GANSW705223016,0,not_started,
GNAF-GANSW705250619,0,awaiting_insurance,
GNAF-GANSW705250619,3,in_queue,
GNAF-GANSW705250619,282,in_progress,
GNAF-GANSW705250619,325,completed,396547.22
GNAF-GANSW704658698,0,awaiting_insurance,
GNAF-GANSW704658698,3,in_queue,
GNAF-GANSW704658698,109,in_progress,
GNAF-GANSW704658698,129,completed,59053.19
GNAF-GANSW704657166,0,awaiting_insurance,
GNAF-GANSW704657166,7,in_queue,
GNAF-GANSW704657166,35,in_progress,
GNAF-GANSW704657166,55,completed,71864.55
